,audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
87,2544043.wav,12.6110927304,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452193.8979998,1543452200.9444,1543452200.99636,1543452200.99662,1543452201.04754,151,75420,64,2,1543452193.89801,1543452193.89803,1543452193.8982,1543452193.9013,1543452199.2695599,1543452200.94432,1543452200.94438
88,3825573.wav,11.6978392447,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452201.101,1543452207.16252,1543452207.19537,1543452207.19565,1543452207.2468,147,57170,64,1,1543452201.1010098,1543452201.10103,1543452201.1012,1543452201.1043,1543452206.01458,1543452207.16244,1543452207.1625
89,1954969.wav,12.411808537799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452207.2902,1543452214.1317801,1543452214.15799,1543452214.15825,1543452214.21139,146,53012,64,1,1543452207.29021,1543452207.29023,1543452207.2904,1543452207.29338,1543452213.04926,1543452214.13171,1543452214.13176
90,3733002.wav,11.9523219703,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452214.2569199,1543452221.86538,1543452221.88167,1543452221.88193,1543452221.93364,156,71264,64,2,1543452214.25693,1543452214.2569401,1543452214.2571099,1543452214.2602901,1543452220.19699,1543452221.8653,1543452221.86536
91,4502300.wav,12.4551382727,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452221.98265,1543452228.6554801,1543452228.68913,1543452228.68939,1543452228.73848,158,77980,64,2,1543452221.98265,1543452221.98266,1543452221.98277,1543452221.9848301,1543452226.96258,1543452228.6554,1543452228.65546
92,4499498.wav,12.4208628781,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452228.79279,1543452237.43716,1543452237.44423,1543452237.4444802,1543452237.4965901,172,100080,64,3,1543452228.7928,1543452228.79282,1543452228.793,1543452228.79621,1543452235.85484,1543452237.4370801,1543452237.43714
93,2476559.wav,12.582512731700001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452237.55314,1543452248.00732,1543452248.07601,1543452248.0762699,1543452248.1290698,183,120894,64,3,1543452237.55315,1543452237.55317,1543452237.55335,1543452237.5562901,1543452245.44751,1543452248.00724,1543452248.0073
94,5626269.wav,12.104079276199998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452248.18964,1543452252.74303,1543452252.7669802,1543452252.76724,1543452252.8236,148,57172,64,1,1543452248.18965,1543452248.1896698,1543452248.18997,1543452248.19316,1543452251.57305,1543452252.74295,1543452252.74301
95,3408772.wav,12.193963854100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452252.87165,1543452259.51025,1543452259.51463,1543452259.51489,1543452259.57275,149,53014,64,1,1543452252.87166,1543452252.87168,1543452252.87185,1543452252.8749,1543452257.77646,1543452259.51017,1543452259.51023
96,3821557.wav,12.0567395155,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452259.61734,1543452264.7792,1543452264.81846,1543452264.8187199,1543452264.87516,156,58464,64,1,1543452259.61735,1543452259.61737,1543452259.61755,1543452259.62061,1543452263.7307801,1543452264.77912,1543452264.77919
97,253105.wav,12.555315502300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452264.9212801,1543452272.38514,1543452272.40707,1543452272.4072301,1543452272.43835,158,79266,63,2,1543452264.92129,1543452264.92131,1543452264.9214802,1543452264.92458,1543452270.7476199,1543452272.38509,1543452272.3851302
98,2248130.wav,12.1834130647,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452272.46889,1543452278.13152,1543452278.17026,1543452278.1705198,1543452278.22445,144,46610,64,1,1543452272.4689,1543452272.46891,1543452272.46902,1543452272.47118,1543452277.0658698,1543452278.13144,1543452278.1315
99,3732818.wav,12.4210060348,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452278.2697198,1543452286.87524,1543452286.9767401,1543452286.97701,1543452287.02717,171,90476,64,2,1543452278.26984,1543452278.26986,1543452278.27004,1543452278.2731,1543452284.79545,1543452286.87516,1543452286.8752198
100,2111240.wav,12.3020802534,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452287.08249,1543452294.4560099,1543452294.49422,1543452294.4944801,1543452294.54646,144,43410,64,1,1543452287.0825,1543452287.08252,1543452287.08269,1543452287.0857902,1543452292.79647,1543452294.45594,1543452294.456
101,31329.wav,12.297900545,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452294.5910099,1543452301.28102,1543452301.3067,1543452301.3069599,1543452301.36125,166,73190,62,2,1543452294.5910199,1543452294.5910401,1543452294.59121,1543452294.59425,1543452299.50374,1543452301.28094,1543452301.28101
102,3821052.wav,12.445232501800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452301.4116302,1543452306.59827,1543452306.6111698,1543452306.6114302,1543452306.66515,155,71262,64,2,1543452301.41164,1543452301.41166,1543452301.4118302,1543452301.41481,1543452305.1940699,1543452306.59819,1543452306.59825
103,3200621.wav,12.4653487598,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452306.7188802,1543452311.4007401,1543452311.41269,1543452311.41294,1543452311.4681,154,62622,64,1,1543452306.71889,1543452306.71891,1543452306.71908,1543452306.72211,1543452310.35993,1543452311.40065,1543452311.4007099
104,4529922.wav,11.9589271228,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452311.5122,1543452320.97765,1543452320.99024,1543452320.9905,1543452321.04404,154,69662,64,2,1543452311.5122,1543452311.51221,1543452311.51233,1543452311.51441,1543452317.96223,1543452320.9775698,1543452320.9776301
105,4663088.wav,12.1252078476,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452321.09334,1543452330.27625,1543452330.30407,1543452330.30433,1543452330.3550699,177,106800,64,3,1543452321.09335,1543452321.09337,1543452321.09354,1543452321.09656,1543452328.54834,1543452330.27617,1543452330.27623
106,4012962.wav,11.9163601523,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452330.41267,1543452336.18029,1543452336.23778,1543452336.23804,1543452336.3048,156,69662,64,2,1543452330.41269,1543452330.4127,1543452330.41287,1543452330.41596,1543452334.82407,1543452336.1802099,1543452336.18027
107,4014199.wav,11.4881810569,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452336.35556,1543452341.72339,1543452341.72994,1543452341.73019,1543452341.78325,155,69662,64,2,1543452336.3555698,1543452336.35559,1543452336.3557699,1543452336.35887,1543452340.53716,1543452341.72331,1543452341.7233698
108,5909762.wav,12.2150498108,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452341.83084,1543452350.48676,1543452350.51187,1543452350.51214,1543452350.5645099,177,106800,64,3,1543452341.83085,1543452341.83087,1543452341.83105,1543452341.8339999,1543452348.37626,1543452350.48669,1543452350.48675
109,3202348.wav,11.619492864300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452350.6192698,1543452357.01302,1543452357.0455801,1543452357.04585,1543452357.09866,165,65830,64,2,1543452350.61928,1543452350.6193,1543452350.61947,1543452350.62252,1543452355.95904,1543452357.01294,1543452357.01301
110,3822534.wav,12.005826669200001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452357.14769,1543452362.46596,1543452362.4808302,1543452362.48109,1543452362.53192,153,55260,64,1,1543452357.1477,1543452357.1477199,1543452357.14789,1543452357.1510599,1543452361.53911,1543452362.4658802,1543452362.46594
111,2406876.wav,12.663806620499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452362.57705,1543452370.4383,1543452370.4639,1543452370.46416,1543452370.51556,157,70622,64,2,1543452362.57706,1543452362.57708,1543452362.57725,1543452362.58041,1543452368.76454,1543452370.43822,1543452370.43828
112,3738819.wav,12.2578044494,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452370.57029,1543452375.06164,1543452375.10932,1543452375.10958,1543452375.16278,150,52374,64,1,1543452370.5703,1543452370.57032,1543452370.5704901,1543452370.5734699,1543452373.6233099,1543452375.06156,1543452375.06162
113,1702321.wav,12.254696514,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452375.20795,1543452382.65256,1543452382.73381,1543452382.73408,1543452382.78499,162,71270,64,2,1543452375.20796,1543452375.20797,1543452375.2081401,1543452375.21134,1543452380.6896698,1543452382.6524801,1543452382.65254
114,2951829.wav,12.791197589100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452382.83851,1543452392.70497,1543452392.7507699,1543452392.75104,1543452392.8027,178,114802,64,3,1543452382.8385198,1543452382.83854,1543452382.83871,1543452382.8419302,1543452390.74841,1543452392.70489,1543452392.7049599
115,2540894.wav,12.4005656403,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452392.8644302,1543452398.7881901,1543452398.7997901,1543452398.80005,1543452398.85109,159,83426,64,2,1543452392.86444,1543452392.86446,1543452392.86462,1543452392.86765,1543452397.1244302,1543452398.78811,1543452398.7881699
116,3394346.wav,11.855768563800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452398.90535,1543452404.29636,1543452404.3054,1543452404.30565,1543452404.35737,155,58462,64,1,1543452398.90536,1543452398.90538,1543452398.90555,1543452398.90847,1543452403.20695,1543452404.2962801,1543452404.29634
117,310278.wav,12.732681132,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452404.40566,1543452412.07969,1543452412.0848598,1543452412.08511,1543452412.13922,157,69066,63,2,1543452404.40567,1543452404.40569,1543452404.40585,1543452404.40913,1543452409.68572,1543452412.07962,1543452412.07968
118,6096943.wav,12.5307627987,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452412.19453,1543452420.50164,1543452420.54443,1543452420.5447,1543452420.60094,172,94000,64,2,1543452412.19454,1543452412.19456,1543452412.19474,1543452412.19791,1543452418.6826801,1543452420.50156,1543452420.5016198
119,2248055.wav,12.473419061500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452420.6579301,1543452426.1586,1543452426.26317,1543452426.2634401,1543452426.3203099,146,51412,64,1,1543452420.6579401,1543452420.65796,1543452420.65814,1543452420.66173,1543452424.65584,1543452426.15852,1543452426.15858
120,58914.wav,12.1001428807,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452426.36788,1543452431.78898,1543452431.79654,1543452431.7967901,1543452431.851,151,59440,62,1,1543452426.3678901,1543452426.36791,1543452426.3680801,1543452426.3714302,1543452430.12553,1543452431.7889,1543452431.78896
121,5214649.wav,11.6890433828,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452431.8986402,1543452437.11486,1543452437.12288,1543452437.12314,1543452437.17454,155,65178,64,2,1543452431.89865,1543452431.89867,1543452431.89884,1543452431.90189,1543452435.89022,1543452437.1147802,1543452437.11485
122,2952704.wav,12.377825097,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452437.2235901,1543452445.23925,1543452445.24995,1543452445.25021,1543452445.2809699,163,85028,64,2,1543452437.2236,1543452437.22362,1543452437.22379,1543452437.22668,1543452443.85545,1543452445.23916,1543452445.2392302
123,2423890.wav,12.4085498994,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452445.3101,1543452452.3759198,1543452452.3912199,1543452452.39139,1543452452.42014,156,76064,64,2,1543452445.3101099,1543452445.3101199,1543452445.31023,1543452445.31226,1543452451.08369,1543452452.37586,1543452452.37591
124,2326012.wav,13.0546275507,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452452.45439,1543452458.5091,1543452458.51218,1543452458.51234,1543452458.5413198,149,57814,64,1,1543452452.4544,1543452452.4544199,1543452452.45458,1543452452.45754,1543452457.1191099,1543452458.50905,1543452458.50909
125,3168180.wav,11.8210033255,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452458.56986,1543452462.90469,1543452462.91082,1543452462.9110699,1543452462.96229,146,45012,64,1,1543452458.56987,1543452458.56988,1543452458.5699902,1543452458.57197,1543452461.9814901,1543452462.90461,1543452462.90467
126,3088595.wav,12.877221793299999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452463.0051599,1543452473.15642,1543452473.19061,1543452473.1908698,1543452473.24172,167,77990,64,2,1543452463.0051699,1543452463.0051901,1543452463.0053802,1543452463.00833,1543452471.14566,1543452473.1563401,1543452473.1564
127,3734400.wav,11.920916693699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452473.29621,1543452478.02311,1543452478.03513,1543452478.0353801,1543452478.09029,148,53656,64,1,1543452473.2962198,1543452473.29624,1543452473.2964098,1543452473.2994,1543452476.75561,1543452478.02303,1543452478.0230901
128,2798351.wav,11.9352482759,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452478.1356,1543452483.69226,1543452483.69598,1543452483.6962302,1543452483.74876,157,73518,64,2,1543452478.1356099,1543452478.1356301,1543452478.1358,1543452478.13872,1543452482.1821802,1543452483.6921802,1543452483.69224
129,2046849.wav,12.306758009100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452483.79955,1543452494.49356,1543452494.5501099,1543452494.55037,1543452494.6034698,161,86626,64,2,1543452483.79956,1543452483.79958,1543452483.79987,1543452483.80274,1543452492.66691,1543452494.49348,1543452494.49354
130,3676611.wav,12.4522407616,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452494.64531,1543452499.4044,1543452499.45559,1543452499.45585,1543452499.5069199,164,73186,64,2,1543452494.64532,1543452494.6453302,1543452494.64545,1543452494.6476,1543452498.1888,1543452499.40432,1543452499.40438
131,4013651.wav,12.9193814732,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452499.55847,1543452506.26475,1543452506.27276,1543452506.27302,1543452506.32329,166,82474,64,2,1543452499.55848,1543452499.55849,1543452499.55866,1543452499.56183,1543452505.0389302,1543452506.26467,1543452506.26473
132,4987292.wav,11.8841111696,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452506.37966,1543452512.48417,1543452512.50139,1543452512.50164,1543452512.5522199,156,76064,64,2,1543452506.37967,1543452506.3796802,1543452506.3799698,1543452506.38287,1543452511.59588,1543452512.48409,1543452512.48415
133,2537265.wav,13.248675905299999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452512.60357,1543452521.8596098,1543452521.88499,1543452521.8852599,1543452521.93747,183,104892,64,3,1543452512.60358,1543452512.60359,1543452512.60376,1543452512.6067,1543452520.40715,1543452521.85953,1543452521.85959
134,3329604.wav,12.3704883065,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452522.00014,1543452528.39112,1543452528.3968198,1543452528.39698,1543452528.44272,158,73182,64,2,1543452522.00015,1543452522.00017,1543452522.00035,1543452522.00329,1543452527.07402,1543452528.39105,1543452528.3910902
135,3184011.wav,12.627995009400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452528.49579,1543452534.65464,1543452534.68649,1543452534.68675,1543452534.7390199,156,62622,64,1,1543452528.4958,1543452528.4958198,1543452528.49599,1543452528.49889,1543452533.38921,1543452534.6545599,1543452534.65462
136,2215685.wav,12.5179763651,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452534.7874599,1543452540.2418199,1543452540.24966,1543452540.25001,1543452540.30406,147,52990,64,1,1543452534.7874699,1543452534.7874901,1543452534.78766,1543452534.79082,1543452539.0048099,1543452540.24174,1543452540.2418
137,3387138.wav,11.492866016099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452540.35356,1543452543.9677901,1543452543.97173,1543452543.97198,1543452544.02199,149,57172,64,1,1543452540.35357,1543452540.35358,1543452540.35375,1543452540.35665,1543452543.25138,1543452543.96771,1543452543.9677699
138,2275806.wav,12.644210915699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452544.0455,1543452551.4165401,1543452551.42076,1543452551.42092,1543452551.45268,163,83428,64,2,1543452544.04551,1543452544.0455198,1543452544.04564,1543452544.0476801,1543452550.51222,1543452551.41649,1543452551.4165301
