audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
248973.wav,12.9896193454,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452006.9241,1543452012.45925,1543452012.47042,1543452012.47068,1543452012.5225198,164,72296,63,2,1543452006.92411,1543452006.92412,1543452006.9243,1543452006.9275901,1543452010.83106,1543452012.4591599,1543452012.4592302,44.535,485.0,529.535,2018-11-29 00:40:12.470465,2018-11-29 00:40:12.515000,2018-11-29 00:40:13.000000,we found some dead fish in the river
2203807.wav,11.4011594678,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452012.57849,1543452016.45793,1543452016.47543,1543452016.4756901,1543452016.52997,138,37004,64,1,1543452012.5785,1543452012.5785198,1543452012.57868,1543452012.58179,1543452015.73642,1543452016.45785,1543452016.45791,40.524,484.0,524.524,2018-11-29 00:40:16.475476,2018-11-29 00:40:16.516000,2018-11-29 00:40:17.000000,who spoke
2641636.wav,12.4586673017,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452016.57024,1543452024.6147301,1543452024.6305,1543452024.63076,1543452024.6822,163,82470,64,2,1543452016.57025,1543452016.5702698,1543452016.57044,1543452016.57339,1543452022.55185,1543452024.61465,1543452024.6147099,48.456,321.0,369.45599999999996,2018-11-29 00:40:24.630544,2018-11-29 00:40:24.679000,2018-11-29 00:40:25.000000,tom never said anything to anybody
5958362.wav,12.720504890399999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452024.7344599,1543452030.02806,1543452030.0439901,1543452030.04425,1543452030.1007,164,79272,64,2,1543452024.73447,1543452024.7344902,1543452024.73466,1543452024.73765,1543452029.0144901,1543452030.02798,1543452030.02804,46.966,909.0,955.966,2018-11-29 00:40:30.044034,2018-11-29 00:40:30.091000,2018-11-29 00:40:31.000000,we can't do this without com's help
54407.wav,13.1647542994,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452030.1575902,1543452040.8101099,1543452040.85307,1543452040.8533301,1543452040.9041,177,120322,62,3,1543452030.1576,1543452030.15762,1543452030.15779,1543452030.16092,1543452038.61375,1543452040.81003,1543452040.81009,54.88399999999999,92.0,146.884,2018-11-29 00:40:40.853116,2018-11-29 00:40:40.908000,2018-11-29 00:40:41.000000,i will never forget her kindness as long as i live
295648.wav,12.8360263137,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452040.96782,1543452045.22205,1543452045.22564,1543452045.22589,1543452045.27706,150,51428,63,1,1543452040.9678302,1543452040.96784,1543452040.96801,1543452040.97128,1543452044.02701,1543452045.2219698,1543452045.22204,127.32099999999998,647.0,774.321,2018-11-29 00:40:45.225679,2018-11-29 00:40:45.353000,2018-11-29 00:40:46.000000,he's stronger than you
5009327.wav,12.715247706,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452045.3266,1543452052.52248,1543452052.54787,1543452052.54813,1543452052.59799,169,93992,64,2,1543452045.3266098,1543452045.32663,1543452045.3268,1543452045.32971,1543452050.67064,1543452052.5224,1543452052.52247,39.083,413.0,452.083,2018-11-29 00:40:52.547917,2018-11-29 00:40:52.587000,2018-11-29 00:40:53.000000,time is it an easy guy to get along with
3506491.wav,11.9905945227,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452052.65539,1543452057.70222,1543452057.7211401,1543452057.7214,1543452057.77585,155,65182,64,2,1543452052.6554,1543452052.6554198,1543452052.65559,1543452052.65855,1543452056.2560198,1543452057.70214,1543452057.7022,45.813,233.0,278.813,2018-11-29 00:40:57.721187,2018-11-29 00:40:57.767000,2018-11-29 00:40:58.000000,how the jersey with tom go
3410985.wav,12.331296999200001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452057.82242,1543452064.91987,1543452064.93184,1543452064.9321,1543452064.98395,154,68062,64,2,1543452057.8224301,1543452057.82245,1543452057.82262,1543452057.8255801,1543452062.62935,1543452064.91971,1543452064.91985,45.113,1023.0,1068.113,2018-11-29 00:41:04.931887,2018-11-29 00:41:04.977000,2018-11-29 00:41:06.000000,tom invited me personally
6113236.wav,12.308890368699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452065.03494,1543452072.9893,1543452073.01948,1543452073.0198,1543452073.07059,158,69664,64,2,1543452065.03495,1543452065.0349698,1543452065.03514,1543452065.03805,1543452071.14626,1543452072.98922,1543452072.98928,42.474,938.0,980.474,2018-11-29 00:41:13.019526,2018-11-29 00:41:13.062000,2018-11-29 00:41:14.000000,what inspired time to do that
1552238.wav,13.405083093399998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452073.12337,1543452082.42456,1543452082.45876,1543452082.4590302,1543452082.51068,170,104236,64,3,1543452073.1233802,1543452073.1234,1543452073.12356,1543452073.12652,1543452080.1726,1543452082.42447,1543452082.42454,37.19,504.0,541.1899999999998,2018-11-29 00:41:22.458810,2018-11-29 00:41:22.496000,2018-11-29 00:41:23.000000,com found out his dad was in his real dad
2952479.wav,12.7212876499,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452082.5747302,1543452093.28806,1543452093.30885,1543452093.30911,1543452093.36381,190,121546,64,3,1543452082.57474,1543452082.57476,1543452082.5749302,1543452082.57803,1543452090.73711,1543452093.2879698,1543452093.28804,39.105,652.0,691.105,2018-11-29 00:41:33.308895,2018-11-29 00:41:33.348000,2018-11-29 00:41:34.000000,i think tom is the only one here who doesn't know how to swim
1028394.wav,13.1893612076,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452093.42318,1543452098.15229,1543452098.1816,1543452098.18187,1543452098.23334,149,64216,64,2,1543452093.42319,1543452093.42321,1543452093.4233801,1543452093.42639,1543452096.8540401,1543452098.1522,1543452098.15226,41.35,777.0,818.35,2018-11-29 00:41:38.181650,2018-11-29 00:41:38.223000,2018-11-29 00:41:39.000000,tom knows whom areas
4015339.wav,12.6179003129,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452098.28736,1543452106.96501,1543452106.9965901,1543452106.99685,1543452107.0476599,179,112886,64,3,1543452098.28737,1543452098.28738,1543452098.28755,1543452098.2908301,1543452105.36197,1543452106.96493,1543452106.9649901,40.368,963.0,1003.368,2018-11-29 00:41:46.996632,2018-11-29 00:41:47.037000,2018-11-29 00:41:48.000000,tom shot a bear with the rifle his father gave him
1094256.wav,13.215837671900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452107.10897,1543452113.65409,1543452113.6845698,1543452113.68474,1543452113.71556,156,59422,64,1,1543452107.1089802,1543452107.109,1543452107.10917,1543452107.11231,1543452111.15696,1543452113.65404,1543452113.6540802,43.395,272.0,315.395,2018-11-29 00:41:53.684605,2018-11-29 00:41:53.728000,2018-11-29 00:41:54.000000,tom doesn't want to go home
2542981.wav,12.144026099000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452113.7448401,1543452121.77191,1543452121.81155,1543452121.81181,1543452121.8640199,157,57822,64,1,1543452113.74485,1543452113.74486,1543452113.7449698,1543452113.74704,1543452120.46011,1543452121.77183,1543452121.77189,39.4,149.0,188.4,2018-11-29 00:42:01.811600,2018-11-29 00:42:01.851000,2018-11-29 00:42:02.000000,i'm going to take care of it
4014465.wav,12.380989911199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452121.9113,1543452128.04968,1543452128.0622,1543452128.06246,1543452128.1135,163,77986,64,2,1543452121.91131,1543452121.91133,1543452121.91151,1543452121.91466,1543452126.89751,1543452128.0496,1543452128.04966,41.748999999999995,896.0,937.7489999999999,2018-11-29 00:42:08.062251,2018-11-29 00:42:08.104000,2018-11-29 00:42:09.000000,was that all you wanted to tell me
2451544.wav,12.4202633293,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452128.16529,1543452134.40346,1543452134.71605,1543452134.71632,1543452134.76744,157,57822,64,1,1543452128.1653,1543452128.16532,1543452128.1654902,1543452128.16841,1543452132.3878698,1543452134.4033802,1543452134.40344,43.891000000000005,240.0,283.89099999999996,2018-11-29 00:42:14.716109,2018-11-29 00:42:14.760000,2018-11-29 00:42:15.000000,use the the french don't you
4529929.wav,11.9932374354,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452134.81497,1543452138.7502599,1543452138.75365,1543452138.7539,1543452138.8080099,154,63262,64,1,1543452134.81498,1543452134.815,1543452134.8151698,1543452134.8187099,1543452138.03847,1543452138.75017,1543452138.75023,46.305,200.0,246.305,2018-11-29 00:42:18.753695,2018-11-29 00:42:18.800000,2018-11-29 00:42:19.000000,i don't have your address
3424061.wav,12.255357558499998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452138.8554099,1543452142.9635801,1543452142.9754698,1543452142.9757302,1543452143.02508,150,54616,64,1,1543452138.8554199,1543452138.8554401,1543452138.85561,1543452138.8585598,1543452141.98145,1543452142.9635,1543452142.9635599,40.481,984.0,1024.481,2018-11-29 00:42:22.975519,2018-11-29 00:42:23.016000,2018-11-29 00:42:24.000000,tom was compassionate
3734808.wav,12.3804486303,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452143.07042,1543452148.6621401,1543452148.6675599,1543452148.66784,1543452148.72195,150,52374,64,1,1543452143.07043,1543452143.07045,1543452143.0706198,1543452143.07366,1543452146.92981,1543452148.66206,1543452148.6621199,45.391999999999996,287.0,332.392,2018-11-29 00:42:28.667608,2018-11-29 00:42:28.713000,2018-11-29 00:42:29.000000,anything might happen
2236293.wav,12.8359516731,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452148.7678,1543452154.06506,1543452154.14762,1543452154.14788,1543452154.20347,146,49790,64,1,1543452148.7678099,1543452148.76782,1543452148.76799,1543452148.77102,1543452152.88515,1543452154.065,1543452154.06504,42.332,810.0,852.332,2018-11-29 00:42:34.147668,2018-11-29 00:42:34.190000,2018-11-29 00:42:35.000000,com found nothing
6123960.wav,12.4196831381,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452154.25121,1543452161.37323,1543452161.38043,1543452161.38059,1543452161.42874,167,69674,64,2,1543452154.25122,1543452154.25124,1543452154.25142,1543452154.2548099,1543452159.98739,1543452161.37317,1543452161.37322,39.539,580.0,619.539,2018-11-29 00:42:41.380461,2018-11-29 00:42:41.420000,2018-11-29 00:42:42.000000,what makes you think tom would do that
2026603.wav,12.6526816104,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452161.48103,1543452175.85953,1543452175.9298,1543452175.93006,1543452175.98319,166,86634,64,2,1543452161.48104,1543452161.48106,1543452161.48123,1543452161.48422,1543452171.7635,1543452175.85947,1543452175.85951,42.156000000000006,1028.0,1070.1560000000004,2018-11-29 00:42:55.929844,2018-11-29 00:42:55.972000,2018-11-29 00:42:57.000000,if you want me to not do that for you
2406137.wav,12.920959812000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452176.0392199,1543452183.3108,1543452183.36523,1543452183.36549,1543452183.4219599,154,65818,64,2,1543452176.03923,1543452176.0392401,1543452176.0394099,1543452176.0426,1543452181.83625,1543452183.31072,1543452183.31078,42.725,592.0,634.725,2018-11-29 00:43:03.365275,2018-11-29 00:43:03.408000,2018-11-29 00:43:04.000000,assault on in the hallway
5034350.wav,12.6171008237,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452183.47541,1543452187.83917,1543452187.84519,1543452187.84536,1543452187.8834698,152,58150,64,1,1543452183.47542,1543452183.47544,1543452183.47561,1543452183.47873,1543452186.53826,1543452187.83912,1543452187.83916,30.776,124.0,154.776,2018-11-29 00:43:07.845224,2018-11-29 00:43:07.876000,2018-11-29 00:43:08.000000,time is still young man
3513902.wav,12.2422988155,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452187.93237,1543452193.78652,1543452193.7925198,1543452193.79277,1543452193.84599,161,74468,64,2,1543452187.93238,1543452187.9324,1543452187.93257,1543452187.93555,1543452191.59183,1543452193.7864401,1543452193.7865,43.438,164.0,207.438,2018-11-29 00:43:13.792562,2018-11-29 00:43:13.836000,2018-11-29 00:43:14.000000,let's invite tom over for dinner
2544043.wav,12.6110927304,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452193.8979998,1543452200.9444,1543452200.99636,1543452200.99662,1543452201.04754,151,75420,64,2,1543452193.89801,1543452193.89803,1543452193.8982,1543452193.9013,1543452199.2695599,1543452200.94432,1543452200.94438,39.592,964.0,1003.592,2018-11-29 00:43:20.996408,2018-11-29 00:43:21.036000,2018-11-29 00:43:22.000000,if tom guys will we do
3825573.wav,11.6978392447,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452201.101,1543452207.16252,1543452207.19537,1543452207.19565,1543452207.2468,147,57170,64,1,1543452201.1010098,1543452201.10103,1543452201.1012,1543452201.1043,1543452206.01458,1543452207.16244,1543452207.1625,38.578,766.0,804.578,2018-11-29 00:43:27.195422,2018-11-29 00:43:27.234000,2018-11-29 00:43:28.000000,i wasn't convinced
1954969.wav,12.411808537799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452207.2902,1543452214.1317801,1543452214.15799,1543452214.15825,1543452214.21139,146,53012,64,1,1543452207.29021,1543452207.29023,1543452207.2904,1543452207.29338,1543452213.04926,1543452214.13171,1543452214.13176,48.967,793.0,841.967,2018-11-29 00:43:34.158033,2018-11-29 00:43:34.207000,2018-11-29 00:43:35.000000,we can't talk now
3733002.wav,11.9523219703,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452214.2569199,1543452221.86538,1543452221.88167,1543452221.88193,1543452221.93364,156,71264,64,2,1543452214.25693,1543452214.2569401,1543452214.2571099,1543452214.2602901,1543452220.19699,1543452221.8653,1543452221.86536,43.288000000000004,1075.0,1118.288,2018-11-29 00:43:41.881712,2018-11-29 00:43:41.925000,2018-11-29 00:43:43.000000,my wife didn't come with me
4502300.wav,12.4551382727,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452221.98265,1543452228.6554801,1543452228.68913,1543452228.68939,1543452228.73848,158,77980,64,2,1543452221.98265,1543452221.98266,1543452221.98277,1543452221.9848301,1543452226.96258,1543452228.6554,1543452228.65546,38.823,272.0,310.8230000000001,2018-11-29 00:43:48.689177,2018-11-29 00:43:48.728000,2018-11-29 00:43:49.000000,the loud noise startled times
4499498.wav,12.4208628781,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452228.79279,1543452237.43716,1543452237.44423,1543452237.4444802,1543452237.4965901,172,100080,64,3,1543452228.7928,1543452228.79282,1543452228.793,1543452228.79621,1543452235.85484,1543452237.4370801,1543452237.43714,43.729,512.0,555.729,2018-11-29 00:43:57.444271,2018-11-29 00:43:57.488000,2018-11-29 00:43:58.000000,i have people over to my place all the time
2476559.wav,12.582512731700001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452237.55314,1543452248.00732,1543452248.07601,1543452248.0762699,1543452248.1290698,183,120894,64,3,1543452237.55315,1543452237.55317,1543452237.55335,1543452237.5562901,1543452245.44751,1543452248.00724,1543452248.0073,41.943000000000005,882.0,923.943,2018-11-29 00:44:08.076057,2018-11-29 00:44:08.118000,2018-11-29 00:44:09.000000,police have uncovered new evidence related to the case
5626269.wav,12.104079276199998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452248.18964,1543452252.74303,1543452252.7669802,1543452252.76724,1543452252.8236,148,57172,64,1,1543452248.18965,1543452248.1896698,1543452248.18997,1543452248.19316,1543452251.57305,1543452252.74295,1543452252.74301,58.973,174.0,232.97299999999998,2018-11-29 00:44:12.767027,2018-11-29 00:44:12.826000,2018-11-29 00:44:13.000000,guess how tall i am
3408772.wav,12.193963854100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452252.87165,1543452259.51025,1543452259.51463,1543452259.51489,1543452259.57275,149,53014,64,1,1543452252.87166,1543452252.87168,1543452252.87185,1543452252.8749,1543452257.77646,1543452259.51017,1543452259.51023,44.326,441.0,485.326,2018-11-29 00:44:19.514674,2018-11-29 00:44:19.559000,2018-11-29 00:44:20.000000,the police are there
3821557.wav,12.0567395155,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452259.61734,1543452264.7792,1543452264.81846,1543452264.8187199,1543452264.87516,156,58464,64,1,1543452259.61735,1543452259.61737,1543452259.61755,1543452259.62061,1543452263.7307801,1543452264.77912,1543452264.77919,41.489,140.0,181.489,2018-11-29 00:44:24.818511,2018-11-29 00:44:24.860000,2018-11-29 00:44:25.000000,don't forget to bring a pen
253105.wav,12.555315502300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543452264.9212801,1543452272.38514,1543452272.40707,1543452272.4072301,1543452272.43835,158,79266,63,2,1543452264.92129,1543452264.92131,1543452264.9214802,1543452264.92458,1543452270.7476199,1543452272.38509,1543452272.3851302,29.898000000000003,563.0,592.898,2018-11-29 00:44:32.407102,2018-11-29 00:44:32.437000,2018-11-29 00:44:33.000000,i want to go to africa someday
